imdb_id,id,title
tt0264796,11457,Life as a House
tt0243133,10778,The Man Who Wasn't There
tt0236000,78657,Ouch
tt0234988,67385,The Town Is Quiet
tt0278102,151727,Trembling Before G-d
tt0249478,11456,Domestic Disturbance
tt0198781,585,"Monsters, Inc."
tt0267804,10796,The One
tt0275719,23949,Tape
tt0252503,11088,Heist
tt0256380,9889,Shallow Hal
tt0177888,140511,King of the Jungle
tt0246072,133115,Maze
tt0080130,45964,When a Stranger Calls
tt0086443,32014,Timerider: The Adventure of Lyle Swann
tt0290332,13408,The Wash
tt0241527,671,Harry Potter and the Philosopher's Stone
tt0245115,17731,The Fluffer
tt0234354,20794,Novocaine
tt0265087,11469,Black Knight
tt0253798,14369,Out Cold
tt0266987,1535,Spy Game
tt0256009,1433,The Devil's Backbone
tt0247425,1999,In the Bedroom
tt0139951,58098,The Way We Laughed
tt0070169,78076,Hell Up In Harlem
tt0072747,87774,Bucktown
tt0068168,23847,Across 110th Street
tt0054177,50785,Le Petit Soldat
tt0082558,12472,The Incredible Shrinking Woman
tt0073233,42258,Katie Tippel
tt0076221,11834,Jabberwocky
tt0062994,16085,Funny Girl
tt0053717,27405,Circus of Horrors
tt0053472,269,Breathless
tt0083630,16441,The Beastmaster
tt0074899,11422,Midway
tt0076342,31037,MacArthur
tt0052415,40739,The Young Lions
tt0090095,10656,Subway
tt0035140,32847,"Now, Voyager"
tt0024264,39938,Little Women
tt0042539,38766,Halls of Montezuma
tt0035957,43510,Guadalcanal Diary
tt0062673,35284,Anzio
tt0077321,14584,The Cheap Detective
tt0209037,58886,Everybody's Famous!
tt0076299,72277,The Last Wave
tt0075824,5781,That Obscure Object of Desire
tt0084809,23805,The Toy
tt0060437,34388,Funeral in Berlin
tt0080646,39867,Don't Go in the House
tt0080661,11033,Dressed to Kill
tt0080671,69716,The Earthling
tt0080707,37835,The Exterminator
tt0080715,33356,The Falls
tt0080716,3537,Fame
tt0080724,38922,Fatso
tt0080728,27145,The Aviator's Wife
tt0080736,8738,The Final Countdown
tt0080738,28614,The First Deadly Sin
tt0080745,3604,Flash Gordon
tt0052564,6974,The Angry Red Planet
tt0074157,26398,At the Earth's Core
tt0075989,42218,Empire of the Ants
tt0074483,10649,The Enforcer
tt0082350,42566,An Eye for an Eye
tt0076070,17689,The Gauntlet
tt0051755,34084,I Bury the Living
tt0089348,15983,Invasion U.S.A.
tt0085862,14854,Lone Wolf McQuade
tt0100054,10847,Lord of the Flies
tt0089622,33525,Morons from Outer Space
tt0076535,27591,The People That Time Forgot
tt0054135,299,Ocean's Eleven
tt0093966,31945,The Sicilian
tt0081568,42160,The Stunt Man
tt0086383,10650,Sudden Impact
tt0159273,8007,Behind Enemy Lines
tt0242252,19076,The Affair of the Necklace
tt0160403,81442,The Independent
tt0282856,50562,Porn Star: The Legend of Ron Jeremy
tt0193560,13503,Texas Rangers
tt0240772,161,Ocean's Eleven
tt0233841,43774,Baran
tt0270259,31064,The Business of Strangers
tt0050539,31682,The Incredible Shrinking Man
tt0283509,8342,No Man's Land
tt0261066,55479,Piñero
tt0037515,4886,And Then There Were None
tt0020697,228,The Blue Angel
tt0087747,23111,Moscow on the Hudson
tt0066195,42597,The Owl and the Pussycat
tt0211915,194,Amélie
tt0277371,11397,Not Another Teen Movie
tt0259711,1903,Vanilla Sky
tt0280778,11889,Iris
tt0283431,28171,Kandahar
tt0259393,9523,Lantana
tt0265666,9428,The Royal Tenenbaums
tt0101452,1649,Bill & Ted's Bogus Journey
tt0090852,11938,Clockwise
tt0052320,43143,The Crawling Eye
tt0089283,35201,The Holcroft Covenant
tt0060714,42724,Morgan: A Suitable Case for Treatment
tt0088103,24264,Sheena
tt0084684,27150,Silent Rage
tt0086346,26978,Spacehunter: Adventures in the Forbidden Zone
tt0094318,19209,White Water Summer
tt0278488,8386,How High
tt0268397,12589,Jimmy Neutron: Boy Genius
tt0279889,12312,Joe Somebody
tt0035423,11232,Kate & Leopold
tt0120737,120,The Lord of the Rings: The Fellowship of the Ring
tt0268995,11086,The Majestic
tt0268978,453,A Beautiful Mind
tt0228687,18939,Little Otik
tt0217331,12724,The Convent
tt0051525,11414,The Defiant Ones
tt0027532,31507,Dodsworth
tt0064652,42612,Medium Cool
tt0036323,18783,Sahara
tt0068612,12593,Fritz the Cat
tt0071913,14683,The Nine Lives of Fritz the Cat
tt0063415,10794,The Party
tt0052182,43136,Separate Tables
tt0105287,45491,Sex and Zen
tt0058672,5052,Topkapi
tt0051201,37257,Witness for the Prosecution
tt0248667,8489,Ali
tt0265086,855,Black Hawk Down
tt0245046,12660,Charlotte Gray
tt0086619,10269,Yentl
tt0280707,5279,Gosford Park
tt0277027,10950,I Am Sam
tt0285742,1365,Monster's Ball
tt0120824,6440,The Shipping News
tt0045555,14580,The Big Heat
tt0104922,49410,Motorama
tt0048527,28296,Queen Bee
tt0117653,24206,Silent Trigger
tt0074937,6037,Murder by Death
tt0057490,42987,The Servant
tt0105789,61418,The Waterdance
tt0242795,27099,Come Undone
tt0273923,11857,Orange County
tt0237534,6312,Brotherhood of the Wolf
tt0099044,11595,Another 48 Hrs.
tt0269746,24166,What Time Is It There?
tt0109417,26337,China Moon
tt0093106,59066,The Umbrella Woman
tt0087682,77985,Maria's Lovers
tt0086205,77074,Romantic Comedy
tt0100530,10170,The Russia House
tt0103129,18317,Truly Madly Deeply
tt0066585,98491,Wuthering Heights
tt0077289,26686,California Suite
tt0048312,61934,The Long Gray Line
tt0083951,27273,The Flight of Dragons
tt0082288,848,Dragonslayer
tt0087078,9610,Conan the Destroyer
tt0085542,15035,Fire and Ice
tt0080752,16127,Forbidden Zone
tt0080754,31603,The Formula
tt0080756,32020,Foxes
tt0080771,33155,Galaxina
tt0160399,4965,Impostor
tt0240468,11891,Kung Pow: Enter the Fist
tt0281373,11888,Snow Dogs
tt0083511,150,48 Hrs.
tt0206608,35263,The Farewell
tt0243862,112,Italian for Beginners
tt0268696,125717,Time of Favor
tt0109288,20678,Blankman
tt0085271,15050,Brainstorm
tt0106770,10423,Dragon: The Bruce Lee Story
tt0071691,11710,The Enigma of Kaspar Hauser
tt0057071,17691,4 for Texas
tt0074626,27378,Heart of Glass
tt0145046,57976,Little Dieter Needs to Fly
tt0066026,651,M*A*S*H
tt0087751,31955,Mrs. Soffel
tt0060955,20620,Seconds
tt0055257,18647,One-Eyed Jacks
tt0245844,11362,The Count of Monte Cristo
tt0265349,2637,The Mothman Prophecies
tt0281358,10229,A Walk to Remember
tt0294289,50819,American Adobo
tt0276501,12659,Beijing Bicycle
tt0220514,41870,Hey Happy
tt0220627,35650,Maelström
tt0293416,9606,Metropolis
tt0208990,11447,The Son's Room
tt0250081,16550,Storytelling
tt0219405,13915,Waydowntown
tt0106223,34723,The Adventures of Huck Finn
tt0097116,31674,Cousins
tt0087233,52744,Falling in Love
tt0047688,43340,Young at Heart
tt0240900,20009,Slackers
tt0188453,2084,Birthday Girl
tt0201899,50225,A Rumor of Angels
tt0295552,74692,Rare Birds
tt0071266,39775,Caged Heat
tt0046828,51044,Carmen Jones
tt0101891,29475,The Five Heartbeats
tt0078122,4267,Get Out Your Handkerchiefs
tt0072353,4031,Going Places
tt0082525,47871,Honky Tonk Freeway
tt0050781,11594,The Hunchback of Notre Dame
tt0070354,19562,The Magnificent One
tt0265298,11870,Big Fat Liar
tt0233469,9884,Collateral Damage
tt0246894,11535,Rollerball
tt0265713,27593,"Scotland, Pa."
tt0109190,11212,Baby's Day Out
tt0024914,29887,Bright Eyes
tt0027527,32484,Dimples
tt0028988,28345,Heidi
tt0085891,69928,The Man Who Loved Women
tt0086194,21921,Richard Pryor: Here and Now
tt0107985,21845,Rookie of the Year
tt0108037,11528,The Sandlot
tt0103186,2441,Cows
tt0069995,931,Don't Look Now
tt0275022,17130,Crossroads
tt0251114,10592,Hart's War
tt0251160,8470,John Q
tt0280030,16690,Return to Never Land
tt0247745,39939,Super Troopers
tt0107034,9272,The Good Son
tt0253200,14778,Last Orders
tt0060200,19137,After the Fox
tt0044391,32499,The Bad and the Beautiful
tt0060218,8737,Cast a Giant Shadow
tt0050306,33668,Designing Woman
tt0073026,39282,Funny Lady
tt0068687,40687,The Heartbreak Kid
tt0054269,37230,Saturday Night and Sunday Morning
tt0069281,993,Sleuth
tt0075276,11698,Stroszek
tt0067803,41357,Summer of '42
tt0070819,42458,A Touch of Class
tt0055539,93427,Town Without Pity
tt0081698,14475,Used Cars
tt0050294,43715,The Deadly Mantis
tt0259288,10052,Dragonfly
tt0238546,11979,Queen of the Damned
tt0260746,75151,Big Bad Love
tt0229002,35868,Green Dragon
tt0207524,13791,How to Kill Your Neighbor's Dog
tt0231956,27824,The Last Man
tt0184719,270306,Maryam
tt0291341,9991,Mean Machine
tt0265343,480,Monsoon Wedding
tt0275067,44340,Wendigo
tt0143861,18984,Scratch
tt0301893,25006,State Property
tt0074174,23479,The Bad News Bears
tt0077199,66946,The Bad News Bears Go to Japan
tt0075718,19050,The Bad News Bears in Breaking Training
tt0061781,38442,The Firemen's Ball
tt0048310,108266,The Lone Ranger
tt0051876,108267,The Lone Ranger and the Lost City of Gold
tt0059415,39387,Loves of a Blonde
tt0216651,15999,Vampire Hunter D: Bloodlust
tt0050986,614,Wild Strawberries
tt0057889,56133,Black Like Me
tt0046839,121703,Cattle Queen of Montana
tt0124185,77955,Under the Skin
tt0243736,2752,40 Days and 40 Nights
tt0277434,10590,We Were Soldiers
tt0204700,40723,Trouble Every Day
tt0069729,29039,The Arena
tt0068273,22910,The Big Bird Cage
tt0066830,42517,The Big Doll House
tt0094860,40364,The Church
tt0085380,115332,Cross Creek
tt0104254,13225,FernGully: The Last Rainforest
tt0082559,21380,Hell of the Living Dead
tt0110146,46717,Intersection
tt0091295,63510,"Jo Jo Dancer, Your Life Is Calling"
tt0092576,20465,StageFright: Aquarius
tt0108395,35614,A Troll in Central Park
tt0080057,7219,Zombie Flesh Eaters
tt0027286,35810,The Amazing Quest of Ernest Bliss
tt0039645,18649,My Favorite Brunette
tt0043983,18646,Royal Wedding
tt0038057,17058,Scarlet Street
tt0278295,13950,All About the Benjamins
tt0268695,2135,The Time Machine
tt0290212,15186,Full Frontal
tt0127516,43997,Divorcing Jack
tt0099566,31651,The Field
tt0099768,47869,Hidden Agenda
tt0035015,965,The Magnificent Ambersons
tt0109855,33135,Fun
tt0080798,10889,Gloria
tt0080813,16149,The Great Rock 'n' Roll Swindle
tt0080836,54287,Hangar 18
tt0080846,25628,Hawk the Slayer
tt0080850,65262,He Knows You're Alone
tt0080855,10935,Heaven's Gate
tt0080863,44004,Hero at Large
tt0080888,22288,Honeysuckle Rose
tt0080889,32030,Hopscotch
tt0080895,119617,How to Beat the High Co$t of Living
tt0080904,29343,Humanoids from the Deep
tt0080928,39503,Inside Moves
tt0080934,7988,The Island
tt0080948,15310,The Jazz Singer
tt0076276,17909,Who's Singin' Over There?
tt0081027,22130,Zombie Lake
tt0081059,26843,Lion of the Desert
tt0081060,27458,Little Darlings
tt0081070,14807,The Long Good Friday
tt0081071,14729,The Long Riders
tt0081109,46973,The Man Who Saw Tomorrow
tt0081112,8690,Eaten Alive!
tt0081176,39543,Mon Oncle d'Amérique
tt0081178,39578,The Monster Club
tt0081182,3418,Death Watch
tt0081184,30924,Motel Hell
tt0081186,14929,Mother's Day
tt0081187,75552,The Mountain Men
tt0081237,18910,The Ninth Configuration
tt0081248,24919,Burial Ground
tt0081249,26200,The Nude Bomb
tt0081259,24825,The Octagon
tt0081268,38147,"Oh, God! Book II"
tt0076489,24032,"Oh, God!"
tt0081269,26179,Oh Heavenly Dog
tt0081323,4499,"Pepi, Luci, Bom"
tt0082924,11333,Super Fuzz
tt0268380,425,Ice Age
tt0120804,1576,Resident Evil
tt0284490,5851,Showtime
tt0216799,25014,Harrison's Flowers
tt0264761,15647,Kissing Jessica Stein
tt0256259,25110,Pauline & Paulette
tt0282864,38880,Promises
tt0245574,1391,Y Tu Mamá También
tt0085154,18172,All the Right Moves
tt0055774,24248,Barabbas
tt0032520,14605,The Ghost Breakers
tt0125209,19797,I Think I Do
tt0040679,17804,The Paleface
tt0035262,31805,Road to Morocco
tt0032993,13861,Road to Singapore
tt0038032,29021,Road to Utopia
tt0034116,31812,Road to Zanzibar
tt0105459,13006,Split Second
tt0097106,28213,A Tale of Springtime
tt0083169,10627,Taps
tt0081420,42750,Return of the Secaucus Seven
tt0081441,27930,Rude Boy
tt0081445,259557,Running Scared
tt0081480,28124,Seems Like Old Times
tt0081485,41034,Serial
tt0081499,11563,The Young Master
tt0081506,15119,Shogun Assassin
tt0081518,55792,Simon
tt0081529,12705,Smokey and the Bandit II
tt0076729,11006,Smokey and the Bandit
tt0086325,15120,Smokey and the Bandit Part 3
tt0081547,40072,Spetters
tt0081562,21629,Stir Crazy
tt0081590,16026,Sällskapsresan - eller finns det svenskt kaffe på grisfesten?
tt0081609,2371,Teheran '43
tt0081614,73134,Tender Cousins
tt0187738,36586,Blade II
tt0279781,6020,Sorority Boys
tt0286162,39541,Stolen Summer
tt0123114,125764,In The Winter Dark
tt0262432,18292,George Washington
tt0054988,29394,Homicidal
tt0192745,112942,Life Is to Whistle
tt0067345,90974,The Light at the Edge of the World
tt0055200,29402,Mr. Sardonicus
tt0058620,29396,Strait-Jacket
tt0157472,15028,Clockstoppers
tt0266452,9275,Death to Smoochy
tt0258000,4547,Panic Room
tt0265662,14635,The Rookie
tt0248190,29135,No Such Thing
tt0254686,1791,The Piano Teacher
tt0250282,184835,Teddy Bears' Picnic
tt0273048,41756,30 YEARS TO LIFE
tt0279065,35651,Time Out
tt0188128,62956,Very Annie Mary
tt0109217,116904,Bar Girls
tt0068309,22784,Boxcar Bertha
tt0087100,40814,Crimes of Passion
tt0087222,53426,The Evil That Men Do
tt0089167,24585,Fraternity Vacation
tt0102103,17990,Impromptu
tt0102829,129542,Salmonberries
tt0096466,5678,The Wrong Guys
tt0257756,11560,High Crimes
tt0283111,11452,National Lampoon’s Van Wilder
tt0245407,18435,Crush
tt0246134,35944,Lucky Break
tt0216689,64310,Les Destinées sentimentales
tt0098994,25501,"After Dark, My Sweet"
tt0083590,26851,The Atomic Cafe
tt0039204,17487,Body and Soul
tt0058100,34276,First Men in the Moon
tt0042876,548,Rashomon
tt0076723,11590,Slap Shot
tt0264472,1537,Changing Lanes
tt0264616,12149,Frailty
tt0191074,44373,New Best Friend
tt0253867,11812,The Sweetest Thing
tt0266391,35080,The Cat's Meow
tt0219822,441,Human Nature
tt0259446,8346,My Big Fat Greek Wedding
tt0050086,14168,3:10 to Yuma
tt0072705,32617,Bite the Bullet
tt0072737,31671,Breakout
tt0099892,2565,Joe Versus the Volcano
tt0038890,307,"Rome, Open City"
tt0095989,15482,Return of the Killer Tomatoes!
tt0093854,45878,Return to Horror High
tt0103035,6393,Taking Care of Business
tt0094137,12154,Three Men and a Baby
tt0098966,11630,Three Men and a Little Lady
tt0090196,25133,Transylvania 6-5000
tt0081738,21970,The Watcher in the Woods
tt0264935,11892,Murder by Numbers
tt0277296,9334,The Scorpion King
tt0291003,36093,Behind the Sun
tt0226935,35694,Chelsea Walls
tt0157583,10491,Enigma
tt0239507,70054,Girls Can't Swim
tt0271582,18323,Joshua
tt0247586,18079,Nine Queens
tt0160905,110989,Spooky House
tt0253840,35337,The Triumph of Love
tt0262911,59199,World Traveler
tt0211443,11470,Jason X
tt0282687,16643,Life or Something Like It
tt0275309,1282,Dogtown and Z-Boys
tt0281865,21220,"Frank McKlusky, C.I."
tt0181912,52717,In Praise of Love
tt0287645,69324,Rain
tt0235737,11468,Salton Sea
tt0274868,292917,Some Body
tt0120467,19085,Vulgar
tt0088758,73462,The Aviator
tt0047892,26030,Bob le Flambeur
tt0099204,10164,Cadillac Man
tt0088931,42048,The Coca-Cola Kid
tt0079013,62001,Cuba
tt0101701,28117,Delirious
tt0095186,40555,Full Moon in Blue Water
tt0104466,28384,Husbands and Wives
tt0065916,46691,Joe
tt0071746,27094,Lenny
tt0091647,26725,Nomads
tt0108311,17168,The Temp
tt0088256,48482,Thief of Hearts
tt0098513,56179,Triumph of the Spirit
tt0100934,5203,Wild Orchid
tt0231448,13201,Deuces Wild
tt0278823,9689,Hollywood Ending
tt0145487,557,Spider-Man
tt0282771,69850,The Mystic Masseur
tt0289054,44768,Warm Water Under a Red Bridge
tt0077234,1815,The Big Sleep
tt0068326,55106,Butterflies Are Free
tt0064117,28289,Cactus Flower
tt0074292,32037,The Cassandra Crossing
tt0073043,39154,The Giant Spider Invasion
tt0110157,24767,Iron Will
tt0100196,33796,Mountains of the Moon
tt0102753,32221,Rambling Rose
tt0086397,28466,The Survivors
tt0103247,12227,White Fang
tt0111701,43643,White Fang 2: Myth of the White Wolf
tt0241760,10985,The New Guy
tt0250797,2251,Unfaithful
tt0239234,2894,The Lady and the Duke
tt0103253,20712,Whore
tt0091578,11240,My Beautiful Laundrette
tt0052600,46592,Ballad of a Soldier
tt0071216,45186,Big Bad Mama
tt0092652,86483,Big Bad Mama II
tt0078916,5425,Beyond the Darkness
tt0045591,14117,Calamity Jane
tt0050634,38360,The Cranes Are Flying
tt0058007,29318,Devil Doll
tt0038589,28907,The Harvey Girls
tt0079429,39771,The Lady in Red
tt0276751,245,About a Boy
tt0121765,1894,Star Wars: Episode II - Attack of the Clones
tt0247199,4012,The Believer
tt0278500,9026,The Importance of Being Earnest
tt0062790,42193,The Charge of the Light Brigade
tt0077523,15417,Every Which Way But Loose
tt0052905,11791,The Hound of the Baskervilles
tt0051758,28577,I Want to Live!
tt0077838,13963,The Last Waltz
tt0050858,23102,The Pride and the Passion
tt0278435,1957,Enough
tt0278504,320,Insomnia
tt0166813,9023,Spirit: Stallion of the Cimarron
tt0254199,27834,CQ
tt0268690,17734,Thirteen Conversations About One Thing
tt0049038,24010,Bus Stop
tt0051496,39435,Cowboy
tt0044557,24005,Don't Bother to Knock
tt0071532,44800,The Gambler
tt0054022,24014,Let's Make Love
tt0044916,24008,Monkey Business
tt0056406,53229,Requiem for a Heavyweight
tt0047422,1936,River of No Return
tt0164184,4614,The Sum of All Fears
tt0279493,12277,Undercover Brother
tt0295480,267345,The Diaries of Vaslav Nijinsky
tt0207988,112991,The Sleepy Time Gal
tt0090570,15677,84 Charing Cross Road
tt0037627,58455,Dakota
tt0045679,36554,The Desert Rats
tt0211286,48216,Season's Beatings
tt0158033,41165,Nora
tt0105219,13153,Rapid Fire
tt0067756,811,Silent Running
tt0057541,43532,Summer Holiday
tt0080097,163907,The Villain
tt0079788,7216,Zombie Holocaust
tt0280486,3132,Bad Company
tt0279778,9583,Divine Secrets of the Ya-Ya Sisterhood
tt0298798,18408,Cherish
tt0285441,13245,Atanarjuat: The Fast Runner
tt0258463,2501,The Bourne Identity
tt0267913,9637,Scooby-Doo
tt0245562,12100,Windtalkers
tt0238924,16857,The Dangerous Lives of Altar Boys
tt0282768,52258,The Emperor's New Clothes
tt0210065,10394,Gangster No. 1
tt0242508,27451,Harvard Man
tt0244479,15813,Dark Blue World
tt0068245,31591,Bad Company
tt0082146,18905,Caveman
tt0087042,14774,Cheech & Chong's The Corsican Brothers
tt0062626,4993,5 Card Stud
tt0108504,27052,For a Lost Soldier
tt0077621,34130,Goin' South
tt0095296,38950,Hero and the Terror
tt0090021,17898,Silver Bullet
tt0040823,21635,"Sorry, Wrong Number"
tt0061770,27945,Hombre
tt0051739,43139,The Horse's Mouth
tt0091472,30194,The Manhattan Project
tt0100135,10169,Men at Work
tt0083015,27225,S.O.B.
tt0041866,13909,She Wore a Yellow Ribbon
tt0105631,103299,Traces of Red
tt0103184,41805,V.I. Warshawski
tt0247444,35696,Juwanna Mann
tt0275847,11544,Lilo & Stitch
tt0181689,180,Minority Report
tt0252444,9555,Rabbit-Proof Fence
tt0286179,57022,Sunshine State
tt0314166,17710,Hey Arnold! The Movie
tt0280590,2022,Mr. Deeds
tt0258273,50035,Lovely & Amazing
tt0265591,9719,Pumpkin
tt0107438,11982,Look Who's Talking Now!
tt0107443,27224,Lost in Yonkers
tt0104897,12251,Mo' Money
tt0102573,88818,The Object of Beauty
tt0111653,30114,Wagons East!
tt0105885,70489,Zebrahead
tt0308506,21972,Like Mike
tt0120912,608,Men in Black II
tt0289408,59387,The Powerpuff Girls Movie
tt0263725,26290,Me Without You
tt0305396,17043,The Crocodile Hunter: Collision Course
tt0253556,6278,Reign of Fire
tt0257044,4147,Road to Perdition
tt0297721,16664,All About Lily Chou-Chou
tt0269499,14651,My Wife Is an Actress
tt0244094,96238,Never Again
tt0050084,15096,20 Million Miles to Earth
tt0076100,19731,Grand Theft Auto
tt0044744,20324,The Importance of Being Earnest
tt0089798,49370,Perfect
tt0068156,14902,1776
tt0072976,42254,Fox and His Friends
tt0068837,1842,The Legend of Boggy Creek
tt0065234,2721,Z
tt0220506,11442,Halloween: Resurrection
tt0254455,1364,Sex and Lucia
tt0271367,8869,Eight Legged Freaks
tt0267626,8665,K-19: The Widowmaker
tt0243585,10996,Stuart Little 2
tt0295178,818,Austin Powers in Goldmember
tt0276033,18357,The Country Bears
tt0303353,29047,The Kid Stays in the Picture
tt0303243,45861,Happy Times
tt0271219,39141,Tadpole
tt0246500,33152,Who Is Cletis Tout?
tt0074608,149445,Harry and Walter Go To New York
tt0067227,10309,The Merchant of Four Seasons
tt0079641,6404,Nosferatu the Vampyre
tt0074205,19133,The Big Bus
tt0049170,43199,The Eddy Duchin Story
tt0061653,43915,Fathom
tt0061810,24130,In Like Flint
tt0040866,43445,La Terra Trema
tt0060708,36645,Modesty Blaise
tt0035160,5155,Ossessione
tt0059557,23728,Our Man Flint
tt0058888,3780,Red Beard
tt0075147,10786,Robin and Marian
tt0088286,8764,Top Secret!
tt0295427,13908,The Master of Disguise
tt0286106,2675,Signs
tt0265930,12308,The Last Kiss
tt0287717,9488,Spy Kids 2: The Island of Lost Dreams
tt0279113,9962,The Good Girl
tt0309377,9573,Blood Work
tt0295701,7451,xXx
tt0274309,2750,24 Hour Party People
tt0303356,30586,Biggie and Tupac
tt0283288,61112,The Château
tt0285869,92384,Trois 2: Pandora's Box
tt0290823,43772,Secret Ballot
tt0327036,20337,Martin Lawrence Live: Runteldat
tt0292066,27062,Lan Yu
tt0120263,34070,Songs from the Second Floor
tt0274117,6173,Read My Lips
tt0232083,10305,Merci pour le Chocolat
tt0082054,42337,Beau Pere
tt0065537,18694,Change of Habit
tt0217119,74578,A Matter of Taste
tt0093780,10081,The Principal
tt0073631,11484,Rollerball
tt0180052,11692,The Adventures of Pluto Nash
tt0300532,9266,Blue Crush
tt0246772,3640,Mostly Martha
tt0255589,8653,The Isle
tt0256276,30072,Possession
tt0265459,9357,One Hour Photo
tt0261289,12771,Serving Sara
tt0258153,9296,S1m0ne
tt0281322,15070,Undisputed
tt0280424,26942,Amy's Orgasm
tt0283991,206042,Children on Their Birthdays
tt0290662,26895,Hush!
tt0268219,60608,How I Killed My Father
tt0267563,146231,Hybrid
tt0300453,97447,Satin Rouge
tt0088885,11243,The Care Bears Movie
tt0090799,19975,Care Bears Movie II: A New Generation
tt0082186,10323,Clash of the Titans
tt0102059,9595,Hot Shots!
tt0080931,28319,Nightmare City
tt0078350,46878,The Swarm
tt0080025,24750,Time After Time
tt0051134,31393,The Unearthly
tt0094597,24038,976-EVIL
tt0109368,79783,Camilla
tt0090966,9941,Down and Out in Beverly Hills
tt0053825,18639,Flaming Star
tt0049452,39833,Love Me Tender
tt0037219,32858,The Return of the Vampire
tt0050894,3127,The Revenge of Frankenstein
tt0094025,10859,Stakeout
tt0055623,32825,Wild in the Country
tt0083336,10725,Wolfen
tt0295254,9544,FearDotCom
tt0187512,23967,Slap Her... She's French
tt0235553,57351,Love and a Bullet
tt0270480,26165,Mad Love
tt0022599,31514,À Nous la Liberté
tt0103125,13571,True Colors
tt0275688,26056,Snipes
tt0269095,13536,City By The Sea
tt0283026,20616,Swimfan
tt0219756,96218,Heartbreak Hospital
tt0084133,79319,The Incubus
tt0087507,16806,Johnny Dangerously
tt0068833,15516,The Last House on the Left
tt0117883,9299,Thesis
tt0294431,113369,The Pinochet Case
tt0303714,10611,Barbershop
tt0265808,12770,Stealing Harvard
tt0293662,4108,The Transporter
tt0269329,55903,Betty Fisher and Other Stories
tt0177746,46466,The Children of the Century
tt0280760,9685,Igby Goes Down
tt0298238,87481,Quitting
tt0106315,16370,Aspen Extreme
tt0099128,18913,Betsy's Wedding
tt0103924,14361,Captain Ron
tt0032390,41021,The Devil Bat
tt0099512,18943,Ernest Goes to Jail
tt0101821,32685,Ernest Scared Stupid
tt0064397,64079,The Gypsy Moths
tt0089274,18477,The Hills Have Eyes Part II
tt0077681,12262,The Hills Have Eyes
tt0107212,33506,Indian Summer
tt0070350,29515,The Mack
tt0110557,41582,Monkey Trouble
tt0091544,50382,Monster in the Closet
tt0063356,42633,No Way to Treat a Lady
tt0076704,26680,Shock Waves
tt0100666,34086,Spaced Invaders
tt0103003,11504,Suburban Commando
tt0108258,23470,Surf Ninjas
tt0022458,977,Tabu
tt0080117,233,The Wanderers
tt0039111,19049,The Yearling
tt0048281,5506,The Ladykillers
tt0044829,32961,The Lavender Hill Mob
tt0044876,32568,The Man in the White Suit
tt0171685,29698,Ratcatcher
tt0098354,22244,Society
tt0292542,19460,Son of the Bride
tt0250258,575,The Experiment
tt0308208,10550,Ballistic: Ecks vs. Sever
tt0280460,9034,The Banger Sisters
tt0240510,9093,The Four Feathers
tt0280380,9039,Trapped
tt0283832,1958,8 Women
tt0274497,23550,His Secret Life
tt0245171,68569,Invincible
tt0272730,318535,The Mesmerist
tt0274812,11013,Secretary
tt0245429,129,Spirited Away
tt0326306,54714,The Trials of Henry Kissinger
tt0256415,11529,Sweet Home Alabama
tt0290095,10771,The Tuxedo
tt0330136,38951,Charly
tt0285487,55018,Crazy As Hell
tt0245479,44635,Just a Kiss
tt0179098,31005,Moonlight Mile
tt0318068,72308,Shanghai Ghetto
tt0284494,50123,Skins
tt0281364,2110,Wasabi
tt0298388,15173,Jonah: A VeggieTales Movie
tt0289765,9533,Red Dragon
tt0289668,38866,Between Strangers
tt0280491,4107,Bloody Sunday
tt0246677,10575,Heaven
tt0164810,47500,Pipe Dream
tt0265307,15720,The Man from Elysian Fields
tt0271259,9260,Welcome to Collinwood
tt0101898,21828,Flirting
tt0058379,1682,Mothra vs. Godzilla
tt0064373,39462,Godzilla's Revenge
tt0197521,18983,"Godzilla, King of the Monsters!"
tt0095649,41971,The Moderns
tt0079668,33831,The Onion Field
tt0095895,24348,Powaqqatsi
tt0035211,19140,The Pride of the Yankees
tt0103069,82545,Texasville
tt0098575,37606,Valmont
tt0119068,34600,Ernest Goes to Africa
tt0129908,39128,Ernest In The Army
tt0051554,11868,Horror of Dracula
tt0086373,12921,Strange Brew
tt0058230,19953,The Incredible Mr. Limpet
tt0103977,53049,Claire of the Moon
tt0060315,10772,Django
tt0093113,77079,Django Strikes Again
tt0082362,74899,The Fan
tt0273607,120694,Festival in Cannes
tt0099581,12719,Flashback
tt0084049,25001,Hanky Panky
tt0042898,43438,The Rocking Horse Winner
tt0058557,3092,Seance on a Wet Afternoon
tt0070680,4989,Shamus
tt0120536,15313,The Wrong Guy
tt0276816,12590,Below
tt0297037,37964,Brown Sugar
tt0211465,7501,Knockaround Guys
tt0292644,1809,The Rules of Attraction
tt0283084,13768,Tuck Everlasting
tt0283139,10994,White Oleander
tt0310793,1430,Bowling for Columbine
tt0328962,19973,Comedian
tt0118756,40815,On Guard
tt0287635,12600,Pokémon 4Ever: Celebi - Voice of the Forest
tt0272338,8051,Punch-Drunk Love
tt0269461,70443,Safe Conduct
tt0291502,12779,Swept Away
tt0186719,146269,The Young Unknowns
tt0267248,15992,Abandon
tt0227984,1613,The 51st State
tt0298130,565,The Ring
